discovery_sequence,program_name,source_url,canonical_url,catalogue_identifier,program_identifier,section_found_in,detected_credentials,classification_evidence,exclusion_reason,classified_at
736,Philosophy (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31881&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31881,catoid=22,poid=31881,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Philosophy (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
737,Philosophy and Law (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31882&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31882,catoid=22,poid=31882,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Philosophy and Law (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
738,Physical Biology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32674&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32674,catoid=22,poid=32674,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Physical Biology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
740,Physics (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31895&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31895,catoid=22,poid=31895,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Physics (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
741,Physics (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31894&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31894,catoid=22,poid=31894,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Physics (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
743,Political Science and International Relations (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31837&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31837,catoid=22,poid=31837,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Political Science and International Relations (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
744,Popular Music Teaching and Learning (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32783&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32783,catoid=22,poid=32783,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Popular Music Teaching and Learning (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
745,"Population, Health and Place (MS)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32676&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32676,catoid=22,poid=32676,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Population, Health and Place (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
747,Privacy Law and Cybersecurity (LLM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32653&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32653,catoid=22,poid=32653,"Programs, Minors and Certificates","[""LLM""]","{""title"": ""Privacy Law and Cybersecurity (LLM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""LLM"", ""credential_groups"": [""LLM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""LLM""]}",graduate credential(s) ['LLM'] in credential field 'LLM',2026-07-31T01:26:34Z
748,"Producing for Film, Television, and New Media (MFA)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31673&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31673,catoid=22,poid=31673,"Programs, Minors and Certificates","[""MFA""]","{""title"": ""Producing for Film, Television, and New Media (MFA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MFA"", ""credential_groups"": [""MFA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MFA""]}",graduate credential(s) ['MFA'] in credential field 'MFA',2026-07-31T01:26:34Z
749,Product Development Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32134&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32134,catoid=22,poid=32134,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Product Development Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
750,Project Management (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32526&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32526,catoid=22,poid=32526,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Project Management (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
751,Psychology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32854&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32854,catoid=22,poid=32854,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Psychology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
752,Public Administration (MPA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32318&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32318,catoid=22,poid=32318,"Programs, Minors and Certificates","[""MPA""]","{""title"": ""Public Administration (MPA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MPA"", ""credential_groups"": [""MPA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MPA""]}",graduate credential(s) ['MPA'] in credential field 'MPA',2026-07-31T01:26:34Z
755,Public Health (MPH),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32222&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32222,catoid=22,poid=32222,"Programs, Minors and Certificates","[""MPH""]","{""title"": ""Public Health (MPH)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MPH"", ""credential_groups"": [""MPH""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MPH""]}",graduate credential(s) ['MPH'] in credential field 'MPH',2026-07-31T01:26:34Z
756,Public Health (MPH) (Online),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32549&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32549,catoid=22,poid=32549,"Programs, Minors and Certificates","[""MPH""]","{""title"": ""Public Health (MPH) (Online)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MPH"", ""credential_groups"": [""MPH""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MPH""]}",graduate credential(s) ['MPH'] in credential field 'MPH',2026-07-31T01:26:34Z
757,Public Health Data Science (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32593&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32593,catoid=22,poid=32593,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Public Health Data Science (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
758,Public Policy (MPP),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32319&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32319,catoid=22,poid=32319,"Programs, Minors and Certificates","[""MPP""]","{""title"": ""Public Policy (MPP)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MPP"", ""credential_groups"": [""MPP""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MPP""]}",graduate credential(s) ['MPP'] in credential field 'MPP',2026-07-31T01:26:34Z
759,Public Policy Data Science (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32543&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32543,catoid=22,poid=32543,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Public Policy Data Science (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
760,Public Relations and Advertising (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32648&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32648,catoid=22,poid=32648,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Public Relations and Advertising (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
761,"Public Relations Innovation, Strategy and Management (MS)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32807&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32807,catoid=22,poid=32807,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Public Relations Innovation, Strategy and Management (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
762,Quantitative and Computational Biology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32611&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32611,catoid=22,poid=32611,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Quantitative and Computational Biology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
763,Quantum Information Science (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32677&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32677,catoid=22,poid=32677,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Quantum Information Science (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
764,Regulatory Management (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32547&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32547,catoid=22,poid=32547,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Regulatory Management (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
765,Regulatory Science (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32284&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32284,catoid=22,poid=32284,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Regulatory Science (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
766,Religion (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32846&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32846,catoid=22,poid=32846,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Religion (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
767,Sacred Music (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32263&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32263,catoid=22,poid=32263,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Sacred Music (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
769,Screen Scoring (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32441&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32441,catoid=22,poid=32441,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Screen Scoring (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
770,Semiconductor Science and Technology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32959&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32959,catoid=22,poid=32959,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Semiconductor Science and Technology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
771,Senior Living Hospitality (MA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32622&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32622,catoid=22,poid=32622,"Programs, Minors and Certificates","[""MA""]","{""title"": ""Senior Living Hospitality (MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA"", ""credential_groups"": [""MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA""]}",graduate credential(s) ['MA'] in credential field 'MA',2026-07-31T01:26:34Z
