sequence_number,program_name,credential,school,catalogue_year,catalogue_identifier,program_identifier,source_url,canonical_url,acquisition_mode,output_filename,content_character_count,content_line_count,content_sha256,file_sha256,source_html_sha256,rendered_dom_sha256,classification_status,extraction_status,retrieved_at
166,Performance (Piano) (BM),BM,,2026-2027,catoid=22,poid=32234,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32234&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32234,direct_html,166_performance_bm.txt,6533,173,c2b52be429803d9a6ddf039e2722721386d414a83f471fd1a28c1b310466270b,c6acb8b6d332ea343f191b1c579be6be29f3cdec793c625d3670075ca16087d5,f6e93b0fb9e031c35450f67d3274bd336b608aefede0078999824c4bb7e65537,,included,complete,2026-07-31T00:56:23Z
167,Performance (Popular Music) (BM),BM,,2026-2027,catoid=22,poid=32239,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32239&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32239,direct_html,167_performance_bm.txt,6235,161,25da2cd9dd3de0d6538a0c36761cc411ee716db6382654a0a46aaeeadde050bf,fc83518f70d322e69daaa2ad3992020fd8d53055f4ae1563d8a46a33bf39587d,0b70f6dcb1a1f11430f3142405be72816d59e67c80560d02dd5a99be13719d41,,included,complete,2026-07-31T00:56:25Z
168,Performance (Studio Guitar) (BM),BM,,2026-2027,catoid=22,poid=32232,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32232&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32232,direct_html,168_performance_bm.txt,8395,270,91c4da1391f180b8a9fb67363369031865b6e823f6668263602964a5a3a52a1d,6b8b7ceec8c16ac66a64aace297473df7f4696f8dc63d20bf75bf8b4c6e9fb1b,a3b474011fd4aca0327e2efc6d9b886da934d6d72e11581515663cad40df4102,,included,complete,2026-07-31T00:56:27Z
169,"Performance (Violin), (Viola), (Violoncello), (Double Bass) or (Harp) (BM)",BM,,2026-2027,catoid=22,poid=32236,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32236&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32236,direct_html,169_performance_violin_viola_violoncello_double_bass_or_bm.txt,15370,495,02c9aeceb04b87843e18f80601a5ef30326f6810e971cbf885876d8c4b8692c6,1efce1a014ddaedd9efe076c9f13db97ecc588c87f9ce30c69560ec2589a9fba,70cc28a9a654bf28fecf7b30598ea81abe500c6a75afb795004ad73739feced8,,included,complete,2026-07-31T00:56:29Z
170,Performance (Vocal Arts) (BM),BM,,2026-2027,catoid=22,poid=32237,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32237&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32237,direct_html,170_performance_bm.txt,6291,172,facea8859aa9e252b8d2c4eb833cdc1bdde23b650ed6fed9c334680df6361ff9,f2cb24fa740f1cb1ec085997a33b6868c5fb3bcc415dc276114affc447f94722,d933b929a5d28e97db74713abeb319fd4bba03d4c5933318f1a9d8da3f7c62e5,,included,complete,2026-07-31T00:56:31Z
171,Pharmacology and Drug Development (BA)*,BA,,2026-2027,catoid=22,poid=32707,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32707&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32707,direct_html,171_pharmacology_and_drug_development_ba.txt,7427,156,b5a64b46f468ef44150d50332929f7b6533fc3812f45d26c7d6814bd2d5248f2,af6e5b45c769bfb87c303b3e18e3a955d23eb4f36f6b9e6ab51781d3eb396f12,f98ad0ceb1783ea508f3317c1da51ea6e46d930b3b900830f532d3c973248655,,included,complete,2026-07-31T00:56:33Z
172,Pharmacology and Drug Development (BS),BS,Alfred E. Mann School of Pharmacy and Pharmaceutical Sciences,2026-2027,catoid=22,poid=32517,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32517&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32517,direct_html,172_pharmacology_and_drug_development_bs.txt,7287,163,04cf546c1b98dcd01d2240642eb29b504f4587d43e8f57afc30d2584ddbf8891,86a994b24ad987d6e2efee8c1ba483f607af2805babcca89a770b892635e6b51,f2e44bbc52c512dc3f7e2383954772e795fb49ded27555aec01a03bc62a28b79,,included,complete,2026-07-31T00:56:35Z
173,Philosophy (BA),BA,,2026-2027,catoid=22,poid=31875,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31875&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31875,direct_html,173_philosophy_ba.txt,4430,115,a31986892b72bc6c59777efd4e2d910bc5db0599cee7cf43225430e8c9e6f6c4,cf3b7388af88a42cc1376830b42b7a05aff6415ef6f6251eea984d0343ef8daf,1b26cd8c9fa648e605c60f7f395930f9210e3f0712d2db17dd25fcc528b46722,,included,complete,2026-07-31T00:56:37Z
174,"Philosophy, Politics and Economics (BA)",BA,,2026-2027,catoid=22,poid=32604,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32604&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32604,direct_html,174_philosophy_politics_and_economics_ba.txt,5159,137,35e5616b1d3e67f11ea2cd7524e30f020b3c286cb261a00f2df9d1355cf1b94b,e9dd235b1e38b5dba49e7ff48a0a3bc215e7d2c5a05a0a4f352d76928b47dbfb,7f474f6f41b071539e7c061602371a203c0e404cfbc454e2393b885175c0ee9b,,included,complete,2026-07-31T00:56:40Z
175,"Philosophy, Politics and Law (BA)",BA,,2026-2027,catoid=22,poid=31876,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31876&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31876,direct_html,175_philosophy_politics_and_law_ba.txt,7652,185,14ec601ed29158598668f9e8d83f718863edba835ef58f3daee7347ab6caf98a,dc384670a07b8ab46f0e9a4f27ddfe2c3f30ae44d459b11a2860d7afcff90b94,863d3f087c18c854e8161d1807c6a07e8b324c48766ba8925c929b569c21a394,,included,complete,2026-07-31T00:56:41Z
176,Physical Sciences (BS),BS,,2026-2027,catoid=22,poid=31891,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31891&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31891,direct_html,176_physical_sciences_bs.txt,1315,48,82c8dcc068a585d986cd53c89a4f57656b22e88bfea28f340683856049829a81,e69ab6461dcac52a9dbb7d77275444395f48d4a3f84cd88fa8bb4a55468fe758,81a27fed54967045164065e2eaa01551089eda051b77dcef06443c6ad16bf5e1,,included,complete,2026-07-31T00:56:43Z
177,Physics (BA),BA,,2026-2027,catoid=22,poid=31888,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31888&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31888,direct_html,177_physics_ba.txt,1433,49,179cd04dfd81ed72dcbd5024e0432895becd7a4683ae331ad73fe838b750a60e,226d99d987a9cdfc1b7799b0e3536b77c03d039a1f3c2a99030fbbdfbd4081cd,829a677e6a4dc934c52d03045d6d9e9bec50b48dd90faf42db6501ff3b2017e7,,included,complete,2026-07-31T00:56:46Z
178,Physics (BS),BS,,2026-2027,catoid=22,poid=31885,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31885&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31885,direct_html,178_physics_bs.txt,1784,45,d8d9b95c6e118f623a9a7164d384caba45aadfde94baffb69b014fc8f4b7a8f7,710bfbf2076423972e42a30f694d587462394ebea82b4995f1768bdb8bf0febc,a2e4354ac52e54571b8d58e51a2755cdb8f80c157b162fc2c24c5869d6a58758,,included,complete,2026-07-31T00:56:48Z
179,Physics/Computer Science (BS),BS,,2026-2027,catoid=22,poid=31887,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31887&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31887,direct_html,179_physics_computer_science_bs.txt,1601,43,4c2d3dbb19dc618772158a1b4c75e533510aa8b0e4410bb86411eac02c102d6a,3b2b18c84f3fed151373fef9987e2da5609e08f2b28af752d3f98b2126ade9bf,ce284dc3a42f01e5a00388ddf4535ad4764daf88af6e80abb6d0d599d79b715b,,included,complete,2026-07-31T00:56:50Z
180,Political Economy (BA),BA,,2026-2027,catoid=22,poid=31777,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31777&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31777,direct_html,180_political_economy_ba.txt,1418,42,25df144a5019256d9cde30190ca877090fe82240e68293126aa00b13239d8391,028c15db0ec5672042e9385370f350d5d85e6f4d7cb4b7f632ca8156398db82f,c4bc10dcca55a52612cb9f106c0ecdfeca89961b59cf631ca7eb9d941e6b50ae,,included,complete,2026-07-31T00:56:52Z
181,Political Science (BA),BA,,2026-2027,catoid=22,poid=31897,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31897&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31897,direct_html,181_political_science_ba.txt,5648,126,c05e9c3894cce9edc32d56a777ce06aaaaee7814a6496097ce7700c84b3a77aa,4a4abed38ce6c5ae63141d1826bc6cd2d9212173887edb225ac81ae7aaaf3714,9be5385684008eab345bf0453033ef2d68aab2bd6b941b4d20a02c47ee443d1f,,included,complete,2026-07-31T00:56:54Z
182,Psychology (BA),BA,,2026-2027,catoid=22,poid=31906,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31906&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31906,direct_html,182_psychology_ba.txt,2041,91,8825c5ff742c8d7bbd01661f827bc32aae7ae82d4bb037589772d1f4d20f9b4b,c7444cfd9ed9635d090886dc08979b97ffae77dc9d0b08fcdb0238ca9b167932,207ec7044e281a74455790188de603427c0e22ea26a8f6a08117eee25ce05b39,,included,complete,2026-07-31T00:56:57Z
183,Public Policy (BS),BS,,2026-2027,catoid=22,poid=32398,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32398&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32398,direct_html,183_public_policy_bs.txt,11340,225,0c12b7525dfb86741072426d5298513881caef580fe5ce17d7513c557284074b,4f365ed601e73982096782d588338a3abb4ba408c2cc98b860b70b4499be5161,3f39494d539bb7ecfeadca974af7a9f99f470b942b712b1afcdb66741e9f6220,,included,complete,2026-07-31T00:56:59Z
184,Public Relations and Advertising (BA)*,BA,,2026-2027,catoid=22,poid=32806,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32806&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32806,direct_html,184_public_relations_and_advertising_ba.txt,1546,29,312764487d0c7281b59e4159939be186df57a900e971d85b695f22dd9c092046,eafea8ec69f4b51a968ebd4a4656c1d26f73ecfd40a39b1063a1bb471aebd6e7,6f937ed595da6243e09ee3bbea76ffc3c4b93977c98f5c25e25468b2888dd7ca,,included,complete,2026-07-31T00:57:01Z
185,Quantitative Biology (BS),BS,"USC Dornsife College of Letters, Arts and Sciences degree are applicable",2026-2027,catoid=22,poid=32504,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32504&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32504,direct_html,185_quantitative_biology_bs.txt,7858,193,353c0486f9ae19f7d2252123a7b20f967e39ebe06da8d23f4656bb4159c0717b,f51c3538e04dd7e8035ed3ed974b01eb415e91284877b90a60b7c49ecc863680,9b2fdf9a6f961296a9e041b4e7dfb3cdc009124ef00dfc4d35ac1e9de5419a43,,included,complete,2026-07-31T00:57:02Z
186,Real Estate Development (BS),BS,Price School,2026-2027,catoid=22,poid=32306,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32306&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32306,direct_html,186_real_estate_development_bs.txt,3946,70,2e7604118f69c73a085991a893d1229d9d6617d1a26908b93b4c2b828360e75c,32173efeaa4112bb3a45eb6cdb6b9b2e7fb28a1efa5781fff850a11fa05170f2,38062036883fc4af9ed6445dbdb16b34aaeaabfab26cc245a71e3ddb7ba22fb0,,included,complete,2026-07-31T00:57:05Z
187,Real Estate Finance and Development (BS),BS,,2026-2027,catoid=22,poid=32800,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32800&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32800,direct_html,187_real_estate_finance_and_development_bs.txt,6720,143,aec2c76bb4eec08729e9ca381554c3db158821de98eccb5d9c4385e2b5c7da62,9fe4356f3ad64c37591e78dc6f6f2f6e0c60d69636d0d6e4b9b98ef1cb55e760,16091ba645f6871728fea6d12a7aab8aed9cfe1a3461b2c3a4cce0a0a31ffe43,,included,complete,2026-07-31T00:57:07Z
188,Religion (BA),BA,,2026-2027,catoid=22,poid=31917,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31917&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31917,direct_html,188_religion_ba.txt,4840,99,3609dbd019abd78fc8b71a28eb00cd61f76b99a36730c70767bf838aa3eb56b2,11d1aa7c39ae21d92c091e71bd270c1d3efc84780fd08a38511eba5d6baf1ee8,4aef8368fae54bff9251f389c67914bfd979748864cb71c8e907a3ff0be1e646,,included,complete,2026-07-31T00:57:09Z
189,Russian (BA),BA,,2026-2027,catoid=22,poid=31923,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31923&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31923,direct_html,189_russian_ba.txt,660,34,1476c286d0ba718c9f1bd3e5118c79fa55d15c2909bd3ce1b02943729792139d,2b53f2b7ff9b57714c75db849e2d3f11ae70b6fbd5fa9c051f9a7bd5aef8afba,662584ed801fa56ea5e916a714c78a4f1219aaaa111a69547ee80718b0db13f1,,included,complete,2026-07-31T00:57:11Z
190,"Social Sciences, with an Emphasis in Economics (BA)",BA,,2026-2027,catoid=22,poid=31778,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31778&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31778,direct_html,190_social_sciences_with_an_emphasis_in_economics_ba.txt,519,7,026b539c5c8ce54245279c8ccc24aa1c3df8588bdaddb66c7225bc3b86368317,3ad5f01425b447a236668c94745a425dc4d357f92ac26ed0d5c3100828162d09,a1b83544ee2843391217522837475b93158fe0295bbb4bd4f863fbf9ebe646b9,,included,complete,2026-07-31T00:57:13Z
191,"Social Sciences, with an Emphasis in Psychology (BA)",BA,,2026-2027,catoid=22,poid=31907,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31907&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31907,direct_html,191_social_sciences_with_an_emphasis_in_psychology_ba.txt,412,9,aa58191c61c175d91233e714da05ef93dc5df04618db9750261e9ee3613be9b5,f2fc5e7be3165fc01d8d22eff2c9b2612405ba5c23dbea29ca27f8abb3197623,72c581a93a5933dfdaa960e5c34dc29ca6983fcdc273fe148e76edc6f6547ecc,,included,complete,2026-07-31T00:57:15Z
192,Social Work (BSW),BSW,,2026-2027,catoid=22,poid=32862,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32862&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32862,direct_html,192_social_work_bsw.txt,5447,70,c7cb2285bf437317bd4009d15955da4ccb416acbb4febbe3fb3a272379e1caee,5928c4d1fd33ff391bc230cf34099aea9f4c3100347495cbceb6529775420554,6f59457ff1b4f75a21421f5cf6ec1fb0c9eac0ea460387bb88cd98a2a29c2e9c,,included,complete,2026-07-31T00:57:18Z
193,Sociology (BA),BA,,2026-2027,catoid=22,poid=31928,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31928&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31928,direct_html,193_sociology_ba.txt,3022,80,308f2ea7a84baadf138dac5c36a4dac97e5ced394d786c6f0d186f594dd625ab,71e89b507b3976fa039b18f55149ede0550193d57c652cd412fb2bcdba751637,1be99c7cdd38d4aa5d946a3d264a89ec787551ef88ddc997c19c932ceff8be4c,,included,complete,2026-07-31T00:57:20Z
194,Sound Design (BFA),BFA,,2026-2027,catoid=22,poid=32832,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32832&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32832,direct_html,194_sound_design_bfa.txt,4342,96,fbcfe4cc7cdcb5d27afe1bd08d87891256b83fd957d95251481695156655ee0f,5b0c0455eb825db1e48c3109f4a57c7b310b62945cc0e60e0d35796c41a6a6de,5f78abbf7cfbe52a3a75c68ce660c470dc8cc9dc9b547d2675da5b6a6b53dff2,,included,complete,2026-07-31T00:57:22Z
195,Spanish (BA),BA,,2026-2027,catoid=22,poid=31936,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31936&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31936,direct_html,195_spanish_ba.txt,928,35,db4baf06464b26ec68bd58422fe94e24b56e5cdec1101b410fc530889e7b298d,aa2928bcbbc43fba8af0613ae297b9a69ea425e2412c818e165c9bd4202c9cd1,9a0f24997f756f8dafc2872688a2e384fdd32bcb861d3c98cd6472bedd07d3ef,,included,complete,2026-07-31T00:57:24Z
196,Stage Management (BFA),BFA,,2026-2027,catoid=22,poid=32833,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32833&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32833,direct_html,196_stage_management_bfa.txt,4037,101,3816522975a071d33ce9b5a42b72bb2409971c0069d98a68c372443546135326,87468a326c2c5d6400310ff783058f287ccb4cd137f349d252d8257e4e200006,7e5d1ca89235856dca87da0bdc3beec806d3593f6449f4a5567bfcdaa4137ad6,,included,complete,2026-07-31T00:57:27Z
197,Technical Direction (BFA),BFA,,2026-2027,catoid=22,poid=32803,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32803&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32803,direct_html,197_technical_direction_bfa.txt,4105,93,ba4ed9c0de93c40bfa4a63433c6d7e44c5a547a7ef0254a86e397e0f96e241a2,c073977a72d1c6d9b6006af879fd0d741cad75a3bce01c3763ed639567e5d9f8,42c41b546a3a3a236bc37678750c0fd166cb3c4e4b02bddf97dd0332c4d95bd1,,included,complete,2026-07-31T00:57:30Z
198,Theatrical Design (BFA),BFA,,2026-2027,catoid=22,poid=32802,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32802&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32802,direct_html,198_theatrical_design_bfa.txt,4879,138,f4a9f2a635211d4eea6d08da8be29cd307233bcc9e95debe648bf7bf916eee3e,f9d9889bd17d04f0b6afc39cf9b646c3d6e59e04a374e6a36db73c822bd303d9,b52dee83b764d0dd4cf33df5ab5b31b42f98dd640c682bfcceffdbac398beafe,,included,complete,2026-07-31T00:57:32Z
199,Themed Entertainment (BFA),BFA,,2026-2027,catoid=22,poid=32788,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32788&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32788,direct_html,199_themed_entertainment_bfa.txt,3944,91,ffd77d79fe8117171126594dd2b6213492b0e238c075c69682ed800517c9225a,a85ea65839a1f12d5d0961b7278cf3bbcadd72f3c7f2ca7a8801488510b7975d,73002663b16e7ceab546b6c48b0d70db605898234d50a50772e4385c5b05413d,,included,complete,2026-07-31T00:57:35Z
200,Urban Studies and Planning (BS),BS,,2026-2027,catoid=22,poid=32399,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32399&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32399,direct_html,200_urban_studies_and_planning_bs.txt,5438,117,e4eab9af762dcd9f93b691cf8e9e92ca734836cac6f13ee4c608f434ed67c490,8dce1841d992ecedc61a55a28ec262bdd35283b0d8eb713fa69493e94c1113e7,3eee19e14ce855d0a5a8054f629ec39914e18241c412c87ec02d7ad27ab6070b,,included,complete,2026-07-31T00:57:37Z
201,Visual and Performing Arts Studies (BA)*,BA,,2026-2027,catoid=22,poid=32006,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32006&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32006,direct_html,201_visual_and_performing_arts_studies_ba.txt,6078,142,05e792ba4355441d46d918001ed70b231c8deee61dacdab952f335aff3643e18,e4bbfeb70401f2ad6de4eecb0dc1d01e02bedcb742d43ce38f07442e6d75bcde,ad6e258a1a579b9f2627a5f027504de9968d4f2cd1101275e4e017a7513f864b,,included,complete,2026-07-31T00:57:39Z
202,Writing for Screen and Television (BFA),BFA,,2026-2027,catoid=22,poid=31674,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31674&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31674,direct_html,202_writing_for_screen_and_television_bfa.txt,6265,170,8c4230cf7564bcdab017fb5d76298f13b2ec18d6b22cae763b7005fa4475018c,2042e942fc6d0001e3be16a4634df57b9c34a1758ac8ef7eaffb55492253c6e6,df298a9d9812167bccca6e70fee7b1075ba8702f33f31cba2c07ea07a06126a7,,included,complete,2026-07-31T00:57:42Z
203,Economics/Mathematics (BS),BS,,2026-2027,catoid=22,poid=31779,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31779&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31779,direct_html,203_economics_mathematics_bs.txt,927,17,b5211da58c2607d464b0e5996a3d7cb44227a4769d9d09812aec0f6f335586ee,81303ffcc5bb6e984f58bd13f0709f0e30eb7c77c66e3d885118bb68bb63d379,fbd1c4cea4ee92988c88b70f3fda1ee54ffeb92fa7240b8af5469fa7780f6fda,,included,complete,2026-07-31T00:57:44Z
204,Linguistics and Cognitive Science (BA),BA,,2026-2027,catoid=22,poid=32405,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32405&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32405,direct_html,204_linguistics_and_cognitive_science_ba.txt,2461,84,10c883c02fabbc511e86a7d50aca3eb4030ee54f873498f7ab4ec9e37ac7cc37,b6a96bc8afb590e945be7c8837eb4872eb5f82f77bc8fde7ebb8dee919e09f34,c8d4a5a731ba1954a6a7f80db472ba8bd2e00f1928479be23d39f603e7220157,,included,complete,2026-07-31T00:57:47Z
205,Linguistics and East Asian Languages and Cultures (BA),BA,,2026-2027,catoid=22,poid=31844,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31844&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31844,direct_html,205_linguistics_and_east_asian_languages_and_cultures_ba.txt,3579,104,479e20812e4a8387ac3297e48ddecc4b550ca1f75f5f842fb063ae1101cafb60,b4af81cddd88f280a402fb03360e59217cdbc94a05553e4948eb661dc8b3ec30,ed3b9c4e4b0401d8eb6e5bd7b2230a803c732b40cca36ac97127d91dcfcaff4d,,included,complete,2026-07-31T00:57:50Z
